Id,Category,Subcategory,Furnishing,Neighborhood quality,Garage,Tenure,Unit Feature 1,Unit Feature 2,Unit Feature 3,Features,Area (sq. ft),Gym,Swimming pool,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Latitude,Longitude,Remarks
1128,House,Apartment,Fully Furnished,2,FALSE,Freehold,Living Room Furniture,Dining Room Furniture,Living Room Furniture,,1005,TRUE,FALSE,3,1,1,2021,Suburban,Excellent,No,263057,3.3522,101.359,
1129,House,Penthouse,Fully Furnished,1,TRUE,Freehold,Jacuzzi,Balcony,Dryer,,2119,TRUE,FALSE,1,2,3,2012,Downtown,Excellent,Yes,526015,3.0161,101.647,
1130,House,Penthouse,Fully Furnished,5,TRUE,Leasehold,Balcony,City View,Balcony,,4151,TRUE,FALSE,2,1,2,2016,Rural,Fair,No,926611,2.5128,101.809,
1131,House,Condominium,Partial Furnished,10,TRUE,Freehold,Park/Greenery View,Dryer,Bathtub,,1789,TRUE,FALSE,5,3,3,2022,Downtown,Good,Yes,387088,3.5829,101.025,
1132,House,Bungalow,Partial Furnished,8,TRUE,Leasehold,Jacuzzi,Dishwasher,Dryer,,3895,TRUE,FALSE,5,3,2,2013,Rural,Excellent,Yes,139142,3.4125,101.632,
1133,House,Condominium,Fully Furnished,6,TRUE,Leasehold,Park/Greenery View,Bathtub,Intercom,,2122,FALSE,TRUE,1,1,2,2017,Suburban,Good,Yes,77603,3.7503,101.822,
1134,House,Duplex,Fully Furnished,7,TRUE,Leasehold,Water heater,Water heater,Dishwasher,,1725,FALSE,TRUE,1,4,3,2016,Rural,Poor,Yes,882890,2.7726,100.886,
1135,House,Villa,Fully Furnished,4,TRUE,Leasehold,Oven/Micowave,Living Room Furniture,Intercom,,3571,FALSE,TRUE,2,2,2,2019,Downtown,Good,Yes,120605,3.5343,101.318,
1136,House,Loft,Partial Furnished,4,TRUE,Freehold,Water heater,City View,Bathtub,,1565,TRUE,FALSE,4,4,3,2019,Downtown,Fair,No,331767,3.1318,100.816,
1137,House,Loft,Fully Furnished,8,FALSE,Freehold,Dining Room Furniture,Intercom,Intercom,,896,TRUE,FALSE,1,2,2,2011,Downtown,Excellent,No,618728,3.2449,101.432,
1138,House,Detached House,Partial Furnished,10,TRUE,Freehold,Balcony,Jacuzzi,Balcony,,3981,TRUE,FALSE,4,4,1,2012,Rural,Poor,Yes,918859,2.8014,101.875,
1139,House,Duplex,Fully Furnished,1,TRUE,Freehold,Living Room Furniture,Bathtub,Dishwasher,,1725,FALSE,TRUE,3,1,1,2023,Rural,Excellent,No,975208,3.7977,101.729,
1140,House,Condominium,Fully Furnished,1,FALSE,Leasehold,Oven/Micowave,Air-conditioning,Dishwasher,,2132,FALSE,TRUE,5,2,2,2014,Rural,Poor,No,405970,3.5482,101.285,
1141,House,Apartment,Fully Furnished,4,TRUE,Freehold,Oven/Micowave,Dishwasher,Dishwasher,,605,FALSE,TRUE,4,2,2,2020,Suburban,Good,No,339604,2.5612,101.258,
1142,House,Duplex,Unfurnished,8,FALSE,Freehold,Balcony,Dining Room Furniture,Balcony,,1546,TRUE,FALSE,5,2,3,2015,Urban,Good,No,264117,2.8843,101.514,
1143,House,Bungalow,Unfurnished,10,TRUE,Freehold,Dryer,Water heater,Dishwasher,,3980,FALSE,TRUE,4,3,1,2013,Urban,Fair,No,788165,3.7158,101.575,
1144,House,Loft,Fully Furnished,3,FALSE,Leasehold,Water heater,City View,Living Room Furniture,,1240,TRUE,FALSE,3,3,3,2023,Downtown,Fair,No,516727,3.17,101.081,
1145,House,Condominium,Partial Furnished,1,TRUE,Leasehold,Dining Room Furniture,Dining Room Furniture,Bathtub,,1761,TRUE,FALSE,1,4,2,2022,Suburban,Poor,No,160373,3.4006,101.604,
1146,House,Bungalow,Unfurnished,3,FALSE,Freehold,Dishwasher,Air-conditioning,Dishwasher,,3191,TRUE,FALSE,3,1,2,2016,Rural,Fair,Yes,974069,2.8115,101.726,
1147,House,Condominium,Fully Furnished,7,FALSE,Freehold,Dining Room Furniture,Living Room Furniture,Dishwasher,,1780,TRUE,FALSE,1,3,3,2010,Downtown,Fair,Yes,317014,2.8386,101.533,
1148,House,Detached House,Partial Furnished,5,FALSE,Leasehold,Air-conditioning,Air-conditioning,Living Room Furniture,,3762,TRUE,FALSE,1,2,2,2014,Suburban,Fair,Yes,68909,3.7013,101.532,
1149,House,Terraced House/Townhouse,Fully Furnished,7,FALSE,Leasehold,Intercom,Bathtub,Balcony,,1371,TRUE,FALSE,5,3,1,2013,Downtown,Fair,No,321261,3.4913,100.869,
1150,House,Condominium,Unfurnished,9,FALSE,Freehold,Living Room Furniture,Jacuzzi,Dishwasher,,1611,TRUE,FALSE,3,1,3,2015,Suburban,Good,No,299975,2.9808,101.422,
1151,House,Condominium,Unfurnished,5,FALSE,Freehold,Dishwasher,Jacuzzi,City View,,1692,TRUE,FALSE,4,3,1,2010,Suburban,Fair,Yes,903906,3.1581,101.587,
1152,House,Semi-Detached House,Partial Furnished,1,FALSE,Leasehold,Dishwasher,Dining Room Furniture,Jacuzzi,,2331,TRUE,FALSE,3,2,1,2022,Urban,Good,No,668214,3.476,101.072,
1153,House,Duplex,Partial Furnished,8,FALSE,Leasehold,Air-conditioning,Air-conditioning,Bathtub,,1297,FALSE,TRUE,5,4,1,2017,Downtown,Good,No,487538,3.7428,101.138,
1154,House,Terraced House/Townhouse,Unfurnished,3,TRUE,Freehold,Living Room Furniture,Water heater,Air-conditioning,,1013,FALSE,TRUE,1,2,3,2019,Rural,Excellent,Yes,177463,2.8443,101.923,
1155,House,Loft,Fully Furnished,4,FALSE,Leasehold,Living Room Furniture,Intercom,Dining Room Furniture,,1635,FALSE,TRUE,5,1,2,2023,Urban,Good,Yes,151536,3.1775,101.635,
1156,House,Villa,Fully Furnished,8,FALSE,Leasehold,Dryer,Bathtub,Balcony,,5884,FALSE,TRUE,2,4,1,2013,Urban,Good,Yes,856560,3.256,101.81,
1157,House,Studio,Partial Furnished,5,TRUE,Freehold,Jacuzzi,Bathtub,Intercom,,370,TRUE,FALSE,2,3,1,2014,Rural,Fair,No,301981,3.4039,101.073,
1158,House,Penthouse,Partial Furnished,1,TRUE,Leasehold,Intercom,Bathtub,City View,,2266,FALSE,TRUE,4,3,1,2021,Suburban,Good,No,540533,2.999,101.986,
1159,House,Semi-Detached House,Unfurnished,4,FALSE,Leasehold,Dryer,Dishwasher,Water heater,,1816,FALSE,TRUE,5,3,2,2011,Rural,Poor,No,381145,3.0228,100.916,
1160,House,Bungalow,Unfurnished,6,FALSE,Leasehold,Dishwasher,Balcony,Water heater,,2810,TRUE,FALSE,4,4,2,2020,Downtown,Fair,Yes,836872,2.8681,101.776,
1161,House,Condominium,Unfurnished,7,FALSE,Freehold,Dishwasher,Intercom,Balcony,,2469,TRUE,FALSE,4,2,3,2011,Rural,Fair,Yes,230685,3.5413,101.026,
1162,House,Detached House,Fully Furnished,2,TRUE,Freehold,Jacuzzi,Water heater,Dryer,,2297,TRUE,FALSE,2,4,2,2018,Suburban,Fair,No,697779,3.3615,100.843,
1163,House,Villa,Unfurnished,8,TRUE,Freehold,Dishwasher,Balcony,Jacuzzi,,5498,TRUE,FALSE,4,4,3,2016,Rural,Excellent,Yes,979167,3.4712,101.972,
1164,House,Duplex,Fully Furnished,10,FALSE,Leasehold,Oven/Micowave,Dining Room Furniture,Dryer,,1353,FALSE,TRUE,2,1,3,2019,Suburban,Fair,Yes,547275,3.5815,101.456,
1165,House,Apartment,Unfurnished,3,TRUE,Freehold,City View,Water heater,Air-conditioning,,649,FALSE,TRUE,1,4,3,2020,Suburban,Good,No,200619,3.5149,100.799,
1166,House,Studio,Fully Furnished,5,FALSE,Freehold,Air-conditioning,Park/Greenery View,Dining Room Furniture,,367,TRUE,FALSE,5,3,3,2012,Downtown,Poor,Yes,655950,3.036,101.534,
1167,House,Condominium,Unfurnished,10,TRUE,Freehold,Park/Greenery View,Oven/Micowave,City View,,2052,FALSE,TRUE,4,2,3,2020,Rural,Fair,Yes,810416,3.5569,101.771,
1168,House,Studio,Fully Furnished,9,FALSE,Freehold,Balcony,Park/Greenery View,Living Room Furniture,,391,FALSE,TRUE,2,2,1,2020,Rural,Fair,Yes,50005,3.0661,101.881,
1169,House,Detached House,Partial Furnished,6,FALSE,Leasehold,Oven/Micowave,Intercom,Dryer,,2636,FALSE,TRUE,3,2,2,2022,Downtown,Poor,No,284152,2.9194,101.083,
1170,House,Condominium,Unfurnished,10,TRUE,Freehold,Dining Room Furniture,Jacuzzi,Dryer,,2082,FALSE,TRUE,4,3,1,2010,Suburban,Fair,No,319182,2.7067,101.718,
1171,House,Villa,Unfurnished,9,FALSE,Freehold,Dining Room Furniture,Air-conditioning,Intercom,,4755,FALSE,TRUE,1,3,3,2021,Rural,Excellent,Yes,842846,2.5888,101.548,
1172,House,Penthouse,Unfurnished,1,TRUE,Leasehold,Dishwasher,Jacuzzi,Park/Greenery View,,2970,FALSE,TRUE,1,3,2,2013,Downtown,Good,No,530875,3.2243,101.369,
1173,House,Duplex,Unfurnished,9,TRUE,Leasehold,Jacuzzi,City View,Air-conditioning,,2085,TRUE,FALSE,3,3,1,2011,Suburban,Poor,No,905938,2.602,101.998,
1174,House,Villa,Fully Furnished,6,FALSE,Leasehold,Living Room Furniture,Bathtub,Dishwasher,,4369,TRUE,FALSE,2,3,1,2015,Downtown,Poor,No,913018,3.7046,100.949,
1175,House,Semi-Detached House,Fully Furnished,1,TRUE,Leasehold,Dining Room Furniture,Living Room Furniture,Water heater,,2310,TRUE,FALSE,4,4,3,2024,Rural,Excellent,Yes,445822,2.6171,101.78,
1176,House,Studio,Fully Furnished,6,FALSE,Leasehold,Oven/Micowave,Jacuzzi,Living Room Furniture,,504,TRUE,FALSE,2,3,1,2024,Downtown,Good,No,852914,2.6307,101.014,
1177,House,Bungalow,Unfurnished,3,TRUE,Leasehold,Park/Greenery View,Water heater,Dishwasher,,3577,FALSE,TRUE,1,3,1,2011,Urban,Excellent,Yes,804189,3.1032,101.375,
1178,House,Bungalow,Partial Furnished,4,FALSE,Leasehold,City View,Dryer,Oven/Micowave,,2102,FALSE,TRUE,2,3,1,2013,Suburban,Good,Yes,252945,2.6627,100.972,
1179,House,Terraced House/Townhouse,Fully Furnished,1,TRUE,Leasehold,Jacuzzi,Dryer,Dining Room Furniture,,1362,TRUE,FALSE,1,3,1,2021,Urban,Excellent,No,608236,3.0395,101.136,
1180,House,Villa,Partial Furnished,2,TRUE,Leasehold,Air-conditioning,Dishwasher,Jacuzzi,,5439,TRUE,FALSE,2,2,1,2019,Urban,Fair,Yes,402131,2.7411,101.869,
1181,House,Duplex,Unfurnished,1,FALSE,Leasehold,Dryer,Dryer,Dining Room Furniture,,1421,TRUE,FALSE,3,3,3,2024,Suburban,Excellent,No,272873,2.793,101.002,
1182,House,Semi-Detached House,Unfurnished,8,TRUE,Leasehold,Jacuzzi,Balcony,Oven/Micowave,,1375,TRUE,FALSE,5,4,3,2022,Suburban,Poor,No,272322,3.2403,101.483,
1183,House,Duplex,Partial Furnished,3,TRUE,Freehold,Balcony,Air-conditioning,Park/Greenery View,,2113,TRUE,FALSE,3,4,1,2015,Downtown,Poor,Yes,70875,3.3653,101.43,
1184,House,Apartment,Unfurnished,5,TRUE,Freehold,Water heater,Balcony,Living Room Furniture,,662,FALSE,TRUE,3,4,3,2020,Suburban,Poor,Yes,325201,3.1374,100.775,
1185,House,Detached House,Fully Furnished,9,FALSE,Freehold,Dishwasher,Bathtub,Oven/Micowave,,2656,TRUE,FALSE,5,1,3,2018,Urban,Excellent,No,82400,2.6573,101.38,
1186,House,Studio,Fully Furnished,1,FALSE,Freehold,Bathtub,Air-conditioning,Balcony,,346,TRUE,FALSE,5,2,2,2010,Urban,Poor,No,514674,3.6324,101.694,
1187,House,Semi-Detached House,Fully Furnished,5,FALSE,Leasehold,Jacuzzi,Bathtub,City View,,1138,FALSE,TRUE,4,3,1,2010,Rural,Poor,No,118607,2.8374,101.147,
1188,House,Apartment,Fully Furnished,9,FALSE,Freehold,Dishwasher,Park/Greenery View,Dining Room Furniture,,859,TRUE,FALSE,4,1,3,2013,Suburban,Fair,No,923993,3.7542,101.7,
1189,House,Studio,Fully Furnished,3,FALSE,Freehold,Dryer,City View,Bathtub,,426,FALSE,TRUE,3,3,3,2016,Urban,Fair,Yes,339647,2.6393,101.807,
1190,House,Villa,Partial Furnished,5,FALSE,Freehold,Intercom,Balcony,Water heater,,5212,FALSE,TRUE,3,1,1,2022,Rural,Good,Yes,466981,3.6243,101.916,
1191,House,Villa,Fully Furnished,8,FALSE,Leasehold,Balcony,Dryer,Balcony,,3122,TRUE,FALSE,1,1,2,2011,Rural,Good,Yes,151096,3.6111,101.227,
1192,House,Studio,Unfurnished,3,FALSE,Freehold,Jacuzzi,Dryer,Intercom,,311,TRUE,FALSE,1,4,1,2012,Downtown,Good,No,620900,2.6656,100.943,
1193,House,Villa,Fully Furnished,2,TRUE,Freehold,Intercom,Park/Greenery View,Oven/Micowave,,4176,TRUE,FALSE,4,4,2,2010,Urban,Excellent,Yes,934750,3.6957,100.767,
1194,House,Bungalow,Unfurnished,9,TRUE,Freehold,Jacuzzi,Park/Greenery View,City View,,2793,FALSE,TRUE,4,1,1,2015,Downtown,Good,Yes,311538,2.9646,101,
1195,House,Apartment,Partial Furnished,9,TRUE,Freehold,Water heater,Dishwasher,City View,,937,FALSE,TRUE,1,4,1,2015,Urban,Excellent,Yes,134335,3.1008,100.738,
1196,House,Detached House,Fully Furnished,9,TRUE,Freehold,Dining Room Furniture,Water heater,City View,,2302,FALSE,TRUE,1,1,1,2023,Downtown,Excellent,Yes,413133,3.7692,101.577,
1197,House,Semi-Detached House,Unfurnished,5,TRUE,Leasehold,Air-conditioning,Dishwasher,Water heater,,2065,FALSE,TRUE,2,2,1,2017,Downtown,Good,No,667300,3.6158,101.643,
1198,House,Detached House,Unfurnished,4,TRUE,Freehold,Park/Greenery View,Intercom,City View,,3719,FALSE,TRUE,2,4,2,2021,Suburban,Good,Yes,131748,3.3981,101.461,
1199,House,Detached House,Unfurnished,1,FALSE,Freehold,City View,Air-conditioning,Oven/Micowave,,3717,TRUE,FALSE,1,4,2,2017,Downtown,Excellent,Yes,976932,3.3141,100.969,
1200,House,Loft,Fully Furnished,6,TRUE,Leasehold,Oven/Micowave,Air-conditioning,Dining Room Furniture,,1211,TRUE,FALSE,2,4,3,2012,Suburban,Fair,Yes,736779,3.3541,101.653,
1201,House,Duplex,Partial Furnished,1,TRUE,Freehold,Dryer,Balcony,Air-conditioning,,2212,FALSE,TRUE,5,2,1,2013,Rural,Poor,Yes,115195,3.4955,101.357,
1202,House,Condominium,Partial Furnished,5,TRUE,Leasehold,City View,City View,Dishwasher,,1690,TRUE,FALSE,4,1,2,2012,Urban,Poor,No,779055,3.7117,101.238,
1203,House,Terraced House/Townhouse,Partial Furnished,5,TRUE,Leasehold,Intercom,Dining Room Furniture,City View,,1158,FALSE,TRUE,4,3,2,2020,Rural,Poor,No,664134,3.44,100.869,
1204,House,Duplex,Unfurnished,4,FALSE,Freehold,Living Room Furniture,Water heater,Water heater,,2210,TRUE,FALSE,1,4,2,2020,Urban,Fair,Yes,676692,3.0374,101.82,
1205,House,Apartment,Fully Furnished,3,TRUE,Freehold,Park/Greenery View,Water heater,Park/Greenery View,,890,TRUE,FALSE,3,1,1,2015,Rural,Excellent,No,351286,3.0654,101.583,
1206,House,Duplex,Fully Furnished,6,FALSE,Leasehold,Bathtub,City View,Jacuzzi,,1660,TRUE,FALSE,1,2,3,2022,Urban,Good,No,835608,3.3225,101.564,
1207,House,Bungalow,Unfurnished,10,FALSE,Freehold,Air-conditioning,Jacuzzi,Jacuzzi,,2295,FALSE,TRUE,2,3,2,2010,Downtown,Excellent,No,121540,3.6804,101.86,
1208,House,Penthouse,Fully Furnished,3,TRUE,Freehold,Oven/Micowave,Water heater,Bathtub,,3449,TRUE,FALSE,3,4,1,2015,Urban,Excellent,No,743649,2.7931,101.285,
1209,House,Semi-Detached House,Unfurnished,9,TRUE,Leasehold,Water heater,Bathtub,Intercom,,2072,TRUE,FALSE,2,2,2,2015,Urban,Good,Yes,389092,3.6423,101.042,
1210,House,Semi-Detached House,Fully Furnished,4,FALSE,Freehold,Oven/Micowave,Dining Room Furniture,Dishwasher,,2221,FALSE,TRUE,5,2,2,2017,Rural,Fair,No,895383,3.7909,101.051,
1211,House,Terraced House/Townhouse,Unfurnished,7,TRUE,Freehold,Dining Room Furniture,Dishwasher,Dryer,,1403,FALSE,TRUE,2,3,3,2012,Rural,Poor,No,61755,2.6394,101.018,
1212,House,Studio,Fully Furnished,4,TRUE,Freehold,Dining Room Furniture,Living Room Furniture,Park/Greenery View,,365,TRUE,FALSE,5,1,2,2023,Rural,Poor,Yes,827203,3.2747,101.111,
1213,House,Detached House,Unfurnished,7,TRUE,Leasehold,Bathtub,Bathtub,Dining Room Furniture,,2367,TRUE,FALSE,5,4,2,2015,Suburban,Excellent,Yes,430129,3.2962,101.138,
1214,House,Terraced House/Townhouse,Unfurnished,1,TRUE,Leasehold,Dishwasher,Living Room Furniture,Living Room Furniture,,1487,TRUE,FALSE,2,4,1,2015,Suburban,Fair,Yes,658841,2.541,100.72,
1215,House,Terraced House/Townhouse,Unfurnished,5,FALSE,Freehold,Intercom,City View,Intercom,,1951,TRUE,FALSE,2,1,1,2016,Urban,Poor,Yes,184962,3.3644,100.969,
1216,House,Terraced House/Townhouse,Fully Furnished,9,FALSE,Freehold,City View,Jacuzzi,Bathtub,,1936,FALSE,TRUE,5,1,3,2018,Urban,Fair,No,930808,2.8106,101.669,
1217,House,Duplex,Unfurnished,8,FALSE,Freehold,Dishwasher,Living Room Furniture,Oven/Micowave,,1682,FALSE,TRUE,3,1,1,2021,Downtown,Good,Yes,306760,2.7822,101.02,
1218,House,Semi-Detached House,Unfurnished,2,TRUE,Freehold,Oven/Micowave,Water heater,Balcony,,1958,TRUE,FALSE,5,3,1,2010,Downtown,Excellent,No,67175,3.2401,100.848,
1219,House,Studio,Partial Furnished,8,FALSE,Freehold,Bathtub,Intercom,City View,,509,TRUE,FALSE,4,3,3,2024,Urban,Excellent,No,902119,3.1188,101.158,
1220,House,Villa,Fully Furnished,9,FALSE,Freehold,Water heater,Intercom,Jacuzzi,,5562,TRUE,FALSE,5,4,2,2013,Suburban,Fair,Yes,921415,2.7638,100.768,
1221,House,Studio,Partial Furnished,2,TRUE,Freehold,Dryer,Jacuzzi,Park/Greenery View,,309,FALSE,TRUE,3,3,3,2012,Urban,Poor,Yes,531503,3.5918,101.046,
1222,House,Semi-Detached House,Fully Furnished,6,FALSE,Leasehold,Bathtub,Water heater,Jacuzzi,,2044,TRUE,FALSE,4,2,1,2020,Downtown,Fair,No,800071,3.5318,101.951,
1223,House,Duplex,Fully Furnished,10,TRUE,Leasehold,Park/Greenery View,Oven/Micowave,Park/Greenery View,,2303,TRUE,FALSE,1,4,3,2015,Suburban,Good,No,729648,2.6893,101.372,
1224,House,Detached House,Partial Furnished,9,FALSE,Leasehold,Air-conditioning,Water heater,Balcony,,3581,TRUE,FALSE,1,3,2,2020,Suburban,Poor,Yes,96629,3.11,101.88,
1225,House,Loft,Unfurnished,5,FALSE,Freehold,Oven/Micowave,City View,Water heater,,852,FALSE,TRUE,3,1,3,2012,Downtown,Poor,Yes,691067,3.5795,101.923,
1226,House,Condominium,Partial Furnished,3,FALSE,Freehold,City View,Dining Room Furniture,Balcony,,2479,FALSE,TRUE,5,2,1,2013,Urban,Fair,Yes,228872,3.1281,101.54,
1227,House,Apartment,Unfurnished,2,FALSE,Freehold,Oven/Micowave,Living Room Furniture,Oven/Micowave,,754,TRUE,FALSE,2,1,1,2013,Rural,Good,No,742727,2.7539,101.219,
1228,House,Studio,Fully Furnished,4,FALSE,Freehold,Jacuzzi,Jacuzzi,Dining Room Furniture,,368,TRUE,FALSE,3,4,3,2024,Urban,Poor,No,520970,3.071,101.284,
1229,House,Terraced House/Townhouse,Fully Furnished,7,FALSE,Leasehold,Air-conditioning,Balcony,Dishwasher,,1264,TRUE,FALSE,4,1,2,2010,Urban,Excellent,Yes,380657,3.1473,100.733,
1230,House,Studio,Partial Furnished,3,FALSE,Freehold,Dryer,Dining Room Furniture,Dining Room Furniture,,590,TRUE,FALSE,4,3,3,2023,Downtown,Good,No,657050,3.742,101.406,
1231,House,Detached House,Unfurnished,6,TRUE,Leasehold,Dining Room Furniture,Dryer,Intercom,,2728,TRUE,FALSE,1,3,2,2012,Suburban,Poor,Yes,210094,2.8529,101.294,
1232,House,Semi-Detached House,Fully Furnished,5,FALSE,Freehold,Water heater,Dryer,Bathtub,,1292,TRUE,FALSE,4,4,2,2023,Downtown,Fair,No,774689,3.3481,101.107,
1233,House,Penthouse,Fully Furnished,2,TRUE,Freehold,Balcony,Intercom,Park/Greenery View,,4668,FALSE,TRUE,3,1,3,2020,Urban,Poor,No,969163,3.4788,101.596,
1234,House,Villa,Fully Furnished,5,FALSE,Freehold,Dishwasher,Living Room Furniture,Water heater,,4168,TRUE,FALSE,4,4,2,2023,Rural,Excellent,Yes,107941,2.897,101.723,
1235,House,Condominium,Partial Furnished,6,TRUE,Freehold,Bathtub,Dining Room Furniture,Dishwasher,,1507,FALSE,TRUE,3,1,1,2013,Rural,Good,Yes,355617,3.3767,101.376,
1236,House,Villa,Partial Furnished,4,TRUE,Leasehold,Bathtub,Bathtub,Jacuzzi,,3750,TRUE,FALSE,2,2,3,2023,Rural,Poor,Yes,760958,2.8003,100.976,
1237,House,Penthouse,Fully Furnished,3,TRUE,Leasehold,City View,Bathtub,Air-conditioning,,2720,TRUE,FALSE,1,3,2,2011,Downtown,Excellent,No,66040,2.53,101.571,
1238,House,Terraced House/Townhouse,Partial Furnished,2,FALSE,Leasehold,Living Room Furniture,Living Room Furniture,Dryer,,1721,FALSE,TRUE,4,4,1,2022,Suburban,Poor,No,119806,2.8489,101.286,
1239,House,Duplex,Partial Furnished,1,TRUE,Freehold,Air-conditioning,Air-conditioning,City View,,1950,TRUE,FALSE,3,2,3,2018,Downtown,Poor,Yes,718646,3.3134,101.208,
1240,House,Loft,Fully Furnished,8,TRUE,Leasehold,Dishwasher,Living Room Furniture,Water heater,,1065,FALSE,TRUE,5,2,1,2019,Rural,Good,No,250211,3.1748,101.992,
1241,House,Bungalow,Unfurnished,6,TRUE,Freehold,City View,Oven/Micowave,Intercom,,2848,TRUE,FALSE,1,4,1,2021,Urban,Fair,Yes,686364,2.6455,101.221,
1242,House,Detached House,Unfurnished,6,TRUE,Freehold,Water heater,Jacuzzi,Dining Room Furniture,,3108,TRUE,FALSE,2,4,1,2010,Suburban,Fair,No,105916,2.6948,101.701,
1243,House,Apartment,Unfurnished,1,FALSE,Leasehold,Living Room Furniture,Jacuzzi,Dining Room Furniture,,777,TRUE,FALSE,3,2,2,2021,Downtown,Excellent,Yes,722960,3.5295,101.231,
1244,House,Terraced House/Townhouse,Unfurnished,4,FALSE,Leasehold,Intercom,Balcony,Oven/Micowave,,1035,FALSE,TRUE,2,1,3,2024,Downtown,Excellent,No,445507,2.7188,101.783,
1245,House,Loft,Fully Furnished,9,FALSE,Freehold,Intercom,City View,City View,,1587,TRUE,FALSE,2,2,3,2022,Suburban,Excellent,No,456339,2.9405,101.899,
1246,House,Loft,Fully Furnished,4,TRUE,Freehold,Bathtub,Dryer,Air-conditioning,,1034,FALSE,TRUE,4,4,2,2021,Suburban,Good,No,840243,2.6557,101.919,
1247,House,Bungalow,Partial Furnished,6,TRUE,Freehold,Bathtub,Balcony,Jacuzzi,,3083,TRUE,FALSE,4,2,3,2013,Urban,Fair,No,605564,2.933,101.129,
1248,House,Loft,Unfurnished,5,TRUE,Freehold,Water heater,Living Room Furniture,Park/Greenery View,,1806,TRUE,FALSE,3,1,1,2012,Suburban,Excellent,Yes,235217,3.4656,101.681,
1249,House,Apartment,Fully Furnished,7,FALSE,Freehold,Dishwasher,Park/Greenery View,Jacuzzi,,982,FALSE,TRUE,5,3,3,2015,Urban,Excellent,No,917481,3.513,100.7,
1250,House,Loft,Unfurnished,1,FALSE,Freehold,Water heater,Oven/Micowave,Park/Greenery View,,1806,TRUE,FALSE,3,3,2,2021,Rural,Poor,Yes,251750,2.7954,101.846,
1251,House,Villa,Partial Furnished,10,TRUE,Leasehold,Dishwasher,Dishwasher,City View,,4048,TRUE,FALSE,5,2,1,2019,Rural,Poor,Yes,269854,2.9437,101.624,
1252,House,Detached House,Unfurnished,3,TRUE,Leasehold,Dining Room Furniture,Intercom,Bathtub,,2404,TRUE,FALSE,2,1,2,2013,Downtown,Excellent,Yes,796403,2.858,101.681,
1253,House,Condominium,Unfurnished,5,FALSE,Freehold,Balcony,Balcony,Bathtub,,1814,FALSE,TRUE,1,3,1,2010,Rural,Poor,Yes,994218,3.2927,101.227,
1254,House,Condominium,Partial Furnished,8,TRUE,Freehold,Water heater,Bathtub,Intercom,,1836,FALSE,TRUE,3,2,1,2022,Rural,Poor,No,761045,2.9755,100.845,
1255,House,Bungalow,Partial Furnished,8,TRUE,Leasehold,Intercom,Balcony,Oven/Micowave,,2523,TRUE,FALSE,3,2,3,2024,Urban,Poor,Yes,717554,2.5385,101.863,
1256,House,Detached House,Fully Furnished,9,FALSE,Leasehold,Dining Room Furniture,Dining Room Furniture,Living Room Furniture,,2446,TRUE,FALSE,5,1,1,2011,Downtown,Good,No,385206,3.5956,100.712,
1257,House,Apartment,Unfurnished,6,FALSE,Leasehold,Intercom,Air-conditioning,Park/Greenery View,,643,FALSE,TRUE,2,4,2,2016,Suburban,Excellent,No,200434,3.6915,101.794,
1258,House,Semi-Detached House,Unfurnished,4,TRUE,Leasehold,Balcony,Air-conditioning,Oven/Micowave,,2233,FALSE,TRUE,2,2,3,2013,Downtown,Excellent,No,890931,2.6469,101.798,
1259,House,Terraced House/Townhouse,Partial Furnished,3,TRUE,Leasehold,Dining Room Furniture,Living Room Furniture,Intercom,,1323,FALSE,TRUE,5,4,2,2016,Rural,Poor,No,620569,2.7365,101.148,
1260,House,Condominium,Partial Furnished,6,TRUE,Freehold,Park/Greenery View,Dryer,Living Room Furniture,,1835,TRUE,FALSE,2,4,1,2012,Suburban,Good,Yes,881284,3.3782,101.716,
1261,House,Duplex,Unfurnished,5,TRUE,Leasehold,Dryer,Park/Greenery View,Air-conditioning,,1637,FALSE,TRUE,4,3,2,2019,Downtown,Poor,No,836408,3.2409,101.31,
1262,House,Penthouse,Partial Furnished,3,TRUE,Freehold,City View,Park/Greenery View,Intercom,,3289,TRUE,FALSE,1,4,2,2011,Downtown,Good,Yes,827981,3.5351,101.881,
1263,House,Studio,Partial Furnished,1,TRUE,Leasehold,Intercom,Jacuzzi,Dishwasher,,444,FALSE,TRUE,3,1,1,2012,Downtown,Excellent,No,554869,2.5686,101.081,
1264,House,Studio,Fully Furnished,9,TRUE,Leasehold,Water heater,Balcony,Dishwasher,,500,TRUE,FALSE,1,3,3,2022,Downtown,Poor,No,753196,3.0148,101.396,
1265,House,Semi-Detached House,Fully Furnished,2,FALSE,Leasehold,City View,Dishwasher,Dining Room Furniture,,1068,TRUE,FALSE,3,3,2,2013,Urban,Excellent,Yes,578883,2.5165,101.726,
1266,House,Semi-Detached House,Partial Furnished,4,FALSE,Freehold,Air-conditioning,Dining Room Furniture,Water heater,,1125,TRUE,FALSE,4,3,1,2015,Downtown,Good,No,670218,3.2909,101.062,
1267,House,Bungalow,Partial Furnished,2,FALSE,Freehold,Intercom,City View,Intercom,,3406,FALSE,TRUE,2,2,3,2022,Rural,Fair,No,196474,3.668,101.16,
